,additional_events,time,distance
103,-1.0678787878787879,10,6
104,-0.5503030303030303,15,6
105,0.020606060606060607,20,6
106,-0.36363636363636365,25,6
107,-0.06909090909090909,30,6
108,-0.09575757575757576,-100,5
109,-0.2193939393939394,-95,5
110,0.15272727272727274,-90,5
111,-0.18787878787878787,-85,5
112,-0.4351515151515152,-80,5
113,-0.2884848484848485,-75,5
114,0.46545454545454545,-70,5
115,-0.4412121212121212,-65,5
116,-0.32727272727272727,-60,5
117,0.0012121212121212121,-55,5
118,-0.08242424242424243,-50,5
119,-0.38303030303030305,-45,5
120,0.12121212121212122,-40,5
121,-0.037575757575757575,-35,5
122,0.31636363636363635,-30,5
123,0.6848484848484848,-25,5
124,0.6012121212121212,-20,5
125,0.6484848484848484,-15,5
126,1.1115151515151516,-10,5
127,0.9672727272727273,-5,5
128,0.536969696969697,0,5
129,-0.610909090909091,5,5
130,-0.2193939393939394,10,5
131,-0.19151515151515153,15,5
132,-0.3806060606060606,20,5
133,0.052121212121212124,25,5
134,-0.15878787878787878,30,5
135,-0.0703030303030303,-100,4
136,0.0036363636363636364,-95,4
137,0.09454545454545454,-90,4
138,-0.1103030303030303,-85,4
139,-0.1006060606060606,-80,4
140,-0.22666666666666666,-75,4
141,0.1503030303030303,-70,4
142,-0.15757575757575756,-65,4
143,-0.21818181818181817,-60,4
144,-0.16363636363636364,-55,4
145,0.041212121212121214,-50,4
146,-0.31757575757575757,-45,4
147,0.037575757575757575,-40,4
148,0.2096969696969697,-35,4
149,0.25696969696969696,-30,4
150,0.3709090909090909,-25,4
151,0.33090909090909093,-20,4
152,0.43393939393939396,-15,4
153,0.5309090909090909,-10,4
154,0.5636363636363636,-5,4
155,0.5333333333333333,0,4
156,-0.18303030303030304,5,4
157,-0.20242424242424242,10,4
158,-0.06424242424242424,15,4
159,-0.12121212121212122,20,4
160,0.0036363636363636364,25,4
161,-0.14181818181818182,30,4
162,0.02666666666666667,-100,3
163,0.07757575757575758,-95,3
164,-0.08606060606060606,-90,3
165,-0.01090909090909091,-85,3
166,-0.13696969696969696,-80,3
167,-0.12848484848484848,-75,3
168,0.006060606060606061,-70,3
169,0.0,-65,3
170,-0.1006060606060606,-60,3
171,-0.007272727272727273,-55,3
172,0.01575757575757576,-50,3
173,-0.006060606060606061,-45,3
174,0.05333333333333334,-40,3
175,0.13575757575757577,-35,3
176,0.14666666666666667,-30,3
177,0.08,-25,3
178,0.22545454545454546,-20,3
179,0.20242424242424242,-15,3
180,0.05696969696969697,-10,3
181,0.3490909090909091,-5,3
182,0.4084848484848485,0,3
183,-0.12848484848484848,5,3
184,-0.14424242424242426,10,3
185,-0.0024242424242424242,15,3
186,-0.0012121212121212121,20,3
187,-0.07878787878787878,25,3
188,0.0012121212121212121,30,3
189,-0.007272727272727273,-100,2
190,0.15151515151515152,-95,2
191,-0.1006060606060606,-90,2
192,0.01696969696969697,-85,2
193,-0.07272727272727272,-80,2
194,-0.059393939393939395,-75,2
195,0.0024242424242424242,-70,2
196,-0.019393939393939394,-65,2
197,-0.13818181818181818,-60,2
198,-0.052121212121212124,-55,2
199,0.09454545454545454,-50,2
200,0.006060606060606061,-45,2
201,0.02303030303030303,-40,2
202,0.19515151515151516,-35,2
203,0.15272727272727274,-30,2
204,0.037575757575757575,-25,2
205,0.2545454545454545,-20,2
206,0.11272727272727273,-15,2
207,0.05454545454545454,-10,2
208,0.3296969696969697,-5,2
209,0.49696969696969695,0,2
210,-0.06303030303030303,5,2
211,-0.09818181818181818,10,2
212,-0.052121212121212124,15,2
213,-0.0012121212121212121,20,2
214,-0.06303030303030303,25,2
215,-0.01818181818181818,30,2
216,-0.06060606060606061,-100,1
217,0.16727272727272727,-95,1
218,-0.1503030303030303,-90,1
219,0.06060606060606061,-85,1
220,-0.03515151515151515,-80,1
221,0.0036363636363636364,-75,1
222,-0.03151515151515152,-70,1
223,-0.06787878787878789,-65,1
224,-0.07515151515151515,-60,1
225,-0.11151515151515151,-55,1
226,0.02909090909090909,-50,1
227,0.06545454545454546,-45,1
228,0.04363636363636364,-40,1
229,0.23393939393939395,-35,1
230,0.20363636363636364,-30,1
231,0.07515151515151515,-25,1
232,0.3466666666666667,-20,1
233,0.1987878787878788,-15,1
234,0.0,-10,1
235,0.3842424242424242,-5,1
236,0.6315151515151515,0,1
237,-0.0703030303030303,5,1
238,-0.11757575757575757,10,1
239,-0.07636363636363637,15,1
240,-0.04,20,1
241,-0.11878787878787879,25,1
242,-0.07515151515151515,30,1
243,0.0,-100,0
244,0.0,-95,0
245,0.0,-90,0
246,0.0,-85,0
247,0.0,-80,0
248,0.0,-75,0
249,0.0,-70,0
250,0.0,-65,0
251,0.0,-60,0
252,0.0,-55,0
253,0.0,-50,0
254,0.0,-45,0
255,0.0,-40,0
256,0.0,-35,0
257,0.0,-30,0
258,0.0,-25,0
259,0.0,-20,0
260,0.0,-15,0
261,0.0,-10,0
262,0.0,-5,0
263,0.0,0,0
264,0.0,5,0
265,0.0,10,0
266,0.0,15,0
267,0.0,20,0
268,0.0,25,0
269,0.0,30,0
