additional_events,time,distance,dend_type
-0.224242424,5,4,apic
-0.11030303,6,4,apic
-0.163636364,7,4,apic
-0.24969697,8,4,apic
-0.111515152,9,4,apic
-0.275151515,10,4,apic
-0.2,11,4,apic
-0.133333333,12,4,apic
-0.103030303,13,4,apic
-0.104242424,14,4,apic
-0.156363636,15,4,apic
-0.041212121,16,4,apic
-0.036363636,17,4,apic
-0.007272727,18,4,apic
-0.027878788,-20,3,apic
-0.010909091,-19,3,apic
-0.018181818,-18,3,apic
0.156363636,-17,3,apic
-0.010909091,-16,3,apic
0.032727273,-15,3,apic
-0.006060606,-14,3,apic
-0.003636364,-13,3,apic
-0.123636364,-12,3,apic
-0.141818182,-11,3,apic
-0.056969697,-10,3,apic
-0.053333333,-9,3,apic
-0.023030303,-8,3,apic
0.00969697,-7,3,apic
0.069090909,-6,3,apic
0.042424242,-5,3,apic
0.237575758,-4,3,apic
0.201212121,-3,3,apic
0.424242424,-2,3,apic
0.408484848,-1,3,apic
-0.124848485,0,3,apic
-0.146666667,1,3,apic
-0.207272727,2,3,apic
-0.15030303,3,3,apic
-0.166060606,4,3,apic
-0.122424242,5,3,apic
-0.087272727,6,3,apic
-0.133333333,7,3,apic
-0.135757576,8,3,apic
-0.145454545,9,3,apic
-0.167272727,10,3,apic
-0.133333333,11,3,apic
-0.092121212,12,3,apic
-0.11030303,13,3,apic
-0.044848485,14,3,apic
-0.090909091,15,3,apic
-0.041212121,16,3,apic
-0.024242424,17,3,apic
-0.031515152,18,3,apic
-0.047272727,-20,2,apic
-0.046060606,-19,2,apic
-0.025454545,-18,2,apic
0.029090909,-17,2,apic
0.081212121,-16,2,apic
0.041212121,-15,2,apic
0.066666667,-14,2,apic
-0.048484848,-13,2,apic
-0.065454545,-12,2,apic
-0.15030303,-11,2,apic
-0.077575758,-10,2,apic
-0.019393939,-9,2,apic
-0.010909091,-8,2,apic
-0.020606061,-7,2,apic
0.061818182,-6,2,apic
0.060606061,-5,2,apic
0.204848485,-4,2,apic
0.263030303,-3,2,apic
0.312727273,-2,2,apic
0.36969697,-1,2,apic
-0.035151515,0,2,apic
-0.078787879,1,2,apic
-0.128484848,2,2,apic
-0.124848485,3,2,apic
-0.090909091,4,2,apic
-0.086060606,5,2,apic
-0.111515152,6,2,apic
-0.055757576,7,2,apic
-0.08,8,2,apic
-0.151515152,9,2,apic
-0.115151515,10,2,apic
-0.083636364,11,2,apic
-0.073939394,12,2,apic
-0.029090909,13,2,apic
-0.010909091,14,2,apic
-0.083636364,15,2,apic
-0.019393939,16,2,apic
-0.042424242,17,2,apic
-0.033939394,18,2,apic
-0.054545455,-20,1,apic
-0.053333333,-19,1,apic
-0.006060606,-18,1,apic
0.038787879,-17,1,apic
0.155151515,-16,1,apic
0.101818182,-15,1,apic
-0.08,-14,1,apic
0.013333333,-13,1,apic
-0.086060606,-12,1,apic
-0.113939394,-11,1,apic
-0.237575758,-10,1,apic
-0.043636364,-9,1,apic
-0.001212121,-8,1,apic
0.004848485,-7,1,apic
0.015757576,-6,1,apic
0.172121212,-5,1,apic
0.106666667,-4,1,apic
0.424242424,-3,1,apic
0.339393939,-2,1,apic
0.386666667,-1,1,apic
0.043636364,0,1,apic
-0.077575758,1,1,apic
-0.060606061,2,1,apic
-0.166060606,3,1,apic
-0.065454545,4,1,apic
-0.029090909,5,1,apic
-0.077575758,6,1,apic
-0.026666667,7,1,apic
-0.013333333,8,1,apic
-0.056969697,9,1,apic
-0.175757576,10,1,apic
-0.052121212,11,1,apic
-0.047272727,12,1,apic
-0.044848485,13,1,apic
-0.015757576,14,1,apic
0.00969697,15,1,apic
-0.032727273,16,1,apic
-0.044848485,17,1,apic
-0.020606061,18,1,apic
-0.001212121,-20,0,apic
-0.058181818,-19,0,apic
-0.007272727,-18,0,apic
0.006060606,-17,0,apic
0.035151515,-16,0,apic
0.00969697,-15,0,apic
0.058181818,-14,0,apic
-0.073939394,-13,0,apic
0.00969697,-12,0,apic
-0.105454545,-11,0,apic
-0.117575758,-10,0,apic
-0.179393939,-9,0,apic
-0.010909091,-8,0,apic
0.014545455,-7,0,apic
0.023030303,-6,0,apic
0.061818182,-5,0,apic
0.105454545,-4,0,apic
0.181818182,-3,0,apic
0.488484848,-2,0,apic
0.204848485,-1,0,apic
-0.001212121,0,0,apic
-0.029090909,1,0,apic
-0.033939394,2,0,apic
-0.037575758,3,0,apic
-0.044848485,4,0,apic
-0.041212121,5,0,apic
-0.018181818,6,0,apic
0,7,0,apic
0,8,0,apic
-0.060606061,9,0,apic
-0.053333333,10,0,apic
-0.094545455,11,0,apic
-0.012121212,12,0,apic
-0.008484848,13,0,apic
-0.03030303,14,0,apic
-0.044848485,15,0,apic
-0.016969697,16,0,apic
0.010909091,17,0,apic
-0.041212121,18,0,apic
-0.03030303,-20,9,basal
-0.060606061,-19,9,basal
0.067878788,-18,9,basal
-0.055757576,-17,9,basal
-0.048484848,-16,9,basal
0.077575758,-15,9,basal
-0.158787879,-14,9,basal
-0.029090909,-13,9,basal
-0.058181818,-12,9,basal
-0.215757576,-11,9,basal
-0.027878788,-10,9,basal
0.061818182,-9,9,basal
0.024242424,-8,9,basal
-0.078787879,-7,9,basal
0.048484848,-6,9,basal
0.031515152,-5,9,basal
0.144242424,-4,9,basal
0.036363636,-3,9,basal
0.185454545,-2,9,basal
0.066666667,-1,9,basal
-0.387878788,0,9,basal
-0.518787879,1,9,basal
-0.589090909,2,9,basal
-0.557575758,3,9,basal
-0.495757576,4,9,basal
-0.436363636,5,9,basal
-0.290909091,6,9,basal
-0.341818182,7,9,basal
-0.303030303,8,9,basal
-0.215757576,9,9,basal
-0.095757576,10,9,basal
-0.32,11,9,basal
-0.27030303,12,9,basal
-0.067878788,13,9,basal
-0.220606061,14,9,basal
-0.236363636,15,9,basal
-0.118787879,16,9,basal
-0.161212121,17,9,basal
-0.023030303,18,9,basal
0.081212121,-20,8,basal
0.006060606,-19,8,basal
0.019393939,-18,8,basal
0.038787879,-17,8,basal
-0.135757576,-16,8,basal
-0.164848485,-15,8,basal
-0.084848485,-14,8,basal
-0.03030303,-13,8,basal
-0.061818182,-12,8,basal
-0.170909091,-11,8,basal
-0.101818182,-10,8,basal
-0.118787879,-9,8,basal
-0.036363636,-8,8,basal
-0.107878788,-7,8,basal
0.037575758,-6,8,basal
-0.088484848,-5,8,basal
0.081212121,-4,8,basal
0.122424242,-3,8,basal
0.024242424,-2,8,basal
0.015757576,-1,8,basal
-0.621818182,0,8,basal
-0.52,1,8,basal
-0.613333333,2,8,basal
-0.591515152,3,8,basal
-0.494545455,4,8,basal
-0.512727273,5,8,basal
-0.281212121,6,8,basal
-0.32969697,7,8,basal
-0.306666667,8,8,basal
-0.122424242,9,8,basal
-0.135757576,10,8,basal
-0.229090909,11,8,basal
-0.198787879,12,8,basal
-0.196363636,13,8,basal
-0.083636364,14,8,basal
-0.252121212,15,8,basal
-0.163636364,16,8,basal
-0.216969697,17,8,basal
-0.086060606,18,8,basal
0.059393939,-20,7,basal
0.035151515,-19,7,basal
-0.055757576,-18,7,basal
0.090909091,-17,7,basal
-0.059393939,-16,7,basal
-0.109090909,-15,7,basal
-0.090909091,-14,7,basal
-0.032727273,-13,7,basal
-0.008484848,-12,7,basal
-0.139393939,-11,7,basal
-0.04,-10,7,basal
-0.121212121,-9,7,basal
0.008484848,-8,7,basal
-0.08969697,-7,7,basal
0.03030303,-6,7,basal
-0.096969697,-5,7,basal
-0.031515152,-4,7,basal
0.176969697,-3,7,basal
0.050909091,-2,7,basal
-0.077575758,-1,7,basal
-0.397575758,0,7,basal
-0.421818182,1,7,basal
-0.511515152,2,7,basal
-0.475151515,3,7,basal
-0.486060606,4,7,basal
-0.420606061,5,7,basal
-0.23030303,6,7,basal
-0.23030303,7,7,basal
-0.238787879,8,7,basal
-0.133333333,9,7,basal
-0.140606061,10,7,basal
-0.178181818,11,7,basal
-0.133333333,12,7,basal
-0.185454545,13,7,basal
-0.08,14,7,basal
-0.226666667,15,7,basal
-0.153939394,16,7,basal
-0.132121212,17,7,basal
-0.04,18,7,basal
0.058181818,-20,6,basal
0.031515152,-19,6,basal
-0.037575758,-18,6,basal
0.076363636,-17,6,basal
-0.107878788,-16,6,basal
-0.055757576,-15,6,basal
-0.067878788,-14,6,basal
-0.043636364,-13,6,basal
-0.044848485,-12,6,basal
-0.104242424,-11,6,basal
0.041212121,-10,6,basal
-0.066666667,-9,6,basal
-0.056969697,-8,6,basal
0.007272727,-7,6,basal
-0.03030303,-6,6,basal
-0.021818182,-5,6,basal
-0.042424242,-4,6,basal
0.15030303,-3,6,basal
0.058181818,-2,6,basal
-0.003636364,-1,6,basal
-0.287272727,0,6,basal
-0.290909091,1,6,basal
-0.367272727,2,6,basal
-0.295757576,3,6,basal
-0.35030303,4,6,basal
-0.305454545,5,6,basal
-0.193939394,6,6,basal
-0.136969697,7,6,basal
-0.178181818,8,6,basal
-0.162424242,9,6,basal
-0.122424242,10,6,basal
-0.037575758,11,6,basal
-0.072727273,12,6,basal
-0.162424242,13,6,basal
-0.035151515,14,6,basal
-0.106666667,15,6,basal
-0.055757576,16,6,basal
-0.065454545,17,6,basal
-0.122424242,18,6,basal
0.067878788,-20,5,basal
0.023030303,-19,5,basal
-0.021818182,-18,5,basal
0.023030303,-17,5,basal
-0.073939394,-16,5,basal
-0.103030303,-15,5,basal
-0.087272727,-14,5,basal
-0.050909091,-13,5,basal
0.019393939,-12,5,basal
-0.065454545,-11,5,basal
0.013333333,-10,5,basal
-0.059393939,-9,5,basal
-0.064242424,-8,5,basal
0.006060606,-7,5,basal
-0.104242424,-6,5,basal
-0.071515152,-5,5,basal
-0.027878788,-4,5,basal
0.07030303,-3,5,basal
0.092121212,-2,5,basal
0.013333333,-1,5,basal
-0.275151515,0,5,basal
-0.212121212,1,5,basal
-0.281212121,2,5,basal
-0.223030303,3,5,basal
-0.226666667,4,5,basal
-0.231515152,5,5,basal
-0.19030303,6,5,basal
-0.090909091,7,5,basal
-0.184242424,8,5,basal
-0.193939394,9,5,basal
-0.096969697,10,5,basal
-0.038787879,11,5,basal
-0.111515152,12,5,basal
-0.16969697,13,5,basal
-0.026666667,14,5,basal
-0.087272727,15,5,basal
-0.041212121,16,5,basal
-0.038787879,17,5,basal
-0.115151515,18,5,basal
0.023030303,-20,4,basal
-0.020606061,-19,4,basal
-0.059393939,-18,4,basal
0.031515152,-17,4,basal
-0.023030303,-16,4,basal
-0.037575758,-15,4,basal
-0.046060606,-14,4,basal
-0.010909091,-13,4,basal
0.036363636,-12,4,basal
-0.00969697,-11,4,basal
0.002424242,-10,4,basal
-0.043636364,-9,4,basal
-0.053333333,-8,4,basal
-0.014545455,-7,4,basal
-0.087272727,-6,4,basal
-0.054545455,-5,4,basal
-0.041212121,-4,4,basal
0.024242424,-3,4,basal
0.08,-2,4,basal
0.066666667,-1,4,basal
-0.186666667,0,4,basal
-0.167272727,1,4,basal
-0.206060606,2,4,basal
-0.16969697,3,4,basal
-0.151515152,4,4,basal
-0.15030303,5,4,basal
-0.164848485,6,4,basal
-0.067878788,7,4,basal
-0.094545455,8,4,basal
-0.192727273,9,4,basal
-0.111515152,10,4,basal
-0.006060606,11,4,basal
-0.111515152,12,4,basal
-0.127272727,13,4,basal
-0.084848485,14,4,basal
-0.032727273,15,4,basal
-0.037575758,16,4,basal
-0.018181818,17,4,basal
-0.058181818,18,4,basal
0.026666667,-20,3,basal
-0.012121212,-19,3,basal
-0.038787879,-18,3,basal
0.018181818,-17,3,basal
0,-16,3,basal
-0.004848485,-15,3,basal
-0.044848485,-14,3,basal
0.003636364,-13,3,basal
0.025454545,-12,3,basal
-0.027878788,-11,3,basal
-0.002424242,-10,3,basal
-0.056969697,-9,3,basal
-0.032727273,-8,3,basal
-0.025454545,-7,3,basal
-0.059393939,-6,3,basal
-0.031515152,-5,3,basal
0.002424242,-4,3,basal
-0.002424242,-3,3,basal
0.073939394,-2,3,basal
0.088484848,-1,3,basal
-0.122424242,0,3,basal
-0.116363636,1,3,basal
-0.12,2,3,basal
-0.096969697,3,3,basal
-0.130909091,4,3,basal
-0.094545455,5,3,basal
-0.117575758,6,3,basal
-0.047272727,7,3,basal
-0.067878788,8,3,basal
-0.121212121,9,3,basal
-0.105454545,10,3,basal
-0.04,11,3,basal
-0.083636364,12,3,basal
-0.073939394,13,3,basal
-0.083636364,14,3,basal
-0.018181818,15,3,basal
-0.076363636,16,3,basal
-0.021818182,17,3,basal
-0.023030303,18,3,basal
0.036363636,-20,2,basal
0.020606061,-19,2,basal
-0.025454545,-18,2,basal
-0.018181818,-17,2,basal
0.002424242,-16,2,basal
0.021818182,-15,2,basal
-0.021818182,-14,2,basal
-0.023030303,-13,2,basal
0.032727273,-12,2,basal
-0.016969697,-11,2,basal
-0.018181818,-10,2,basal
-0.038787879,-9,2,basal
-0.014545455,-8,2,basal
-0.008484848,-7,2,basal
-0.042424242,-6,2,basal
-0.054545455,-5,2,basal
-0.010909091,-4,2,basal
0.004848485,-3,2,basal
0.021818182,-2,2,basal
0.071515152,-1,2,basal
-0.088484848,0,2,basal
-0.08969697,1,2,basal
-0.055757576,2,2,basal
-0.067878788,3,2,basal
-0.08969697,4,2,basal
-0.048484848,5,2,basal
-0.083636364,6,2,basal
-0.061818182,7,2,basal
-0.029090909,8,2,basal
-0.100606061,9,2,basal
-0.07030303,10,2,basal
-0.033939394,11,2,basal
-0.052121212,12,2,basal
-0.04969697,13,2,basal
-0.054545455,14,2,basal
-0.016969697,15,2,basal
-0.086060606,16,2,basal
0.004848485,17,2,basal
-0.014545455,18,2,basal
0.016969697,-20,1,basal
0.029090909,-19,1,basal
-0.002424242,-18,1,basal
-0.016969697,-17,1,basal
0.029090909,-16,1,basal
0.006060606,-15,1,basal
-0.001212121,-14,1,basal
-0.037575758,-13,1,basal
-0.002424242,-12,1,basal
0.012121212,-11,1,basal
-0.010909091,-10,1,basal
-0.024242424,-9,1,basal
-0.012121212,-8,1,basal
-0.002424242,-7,1,basal
-0.00969697,-6,1,basal
-0.024242424,-5,1,basal
-0.006060606,-4,1,basal
0.008484848,-3,1,basal
-0.029090909,-2,1,basal
0.042424242,-1,1,basal
-0.04,0,1,basal
-0.042424242,1,1,basal
-0.016969697,2,1,basal
-0.025454545,3,1,basal
-0.032727273,4,1,basal
-0.027878788,5,1,basal
-0.042424242,6,1,basal
-0.033939394,7,1,basal
-0.008484848,8,1,basal
-0.041212121,9,1,basal
-0.032727273,10,1,basal
-0.016969697,11,1,basal
-0.019393939,12,1,basal
-0.03030303,13,1,basal
-0.021818182,14,1,basal
-0.013333333,15,1,basal
-0.050909091,16,1,basal
-0.004848485,17,1,basal
-0.020606061,18,1,basal
0.00969697,-20,0,basal
0.00969697,-19,0,basal
0.004848485,-18,0,basal
-0.010909091,-17,0,basal
0.007272727,-16,0,basal
0.004848485,-15,0,basal
0.003636364,-14,0,basal
-0.001212121,-13,0,basal
0.001212121,-12,0,basal
0.004848485,-11,0,basal
-0.003636364,-10,0,basal
-0.003636364,-9,0,basal
0,-8,0,basal
-0.00969697,-7,0,basal
0.003636364,-6,0,basal
0.003636364,-5,0,basal
-0.007272727,-4,0,basal
0.00969697,-3,0,basal
-0.00969697,-2,0,basal
0.013333333,-1,0,basal
-0.003636364,0,0,basal
-0.016969697,1,0,basal
0,2,0,basal
-0.001212121,3,0,basal
-0.004848485,4,0,basal
-0.008484848,5,0,basal
-0.004848485,6,0,basal
-0.010909091,7,0,basal
0,8,0,basal
-0.007272727,9,0,basal
-0.002424242,10,0,basal
-0.001212121,11,0,basal
-0.002424242,12,0,basal
-0.003636364,13,0,basal
-0.001212121,14,0,basal
-0.002424242,15,0,basal
-0.024242424,16,0,basal
0.006060606,17,0,basal
0.001212121,18,0,basal
